"url","title"
"rotv2.html","external torque"
"top.html","tops"
"mechanics/bicycle.html","wheels"
"brng.html","boomerang"
"solar/meteor.html","Meteorites"
"solar/planetform.html","Planet Formation"
"solar/earth.html","Earth"
"solar/earthimg.html","Earth images"
"solar/solecl.html","Solar eclipse"
"solar/lunecl.html","Lunar eclipse"
"geophys/geophys.html","Geophysics"
"thermo/grnhse.html","Global warming"
"thermo/Earthebal.html","Energy balance"
"tables/elabund.html","Composition"
"solar/moonimg.html","Moon images"
"solar/moonphase.html","Phases of the Moon"
"solar/mooncon.html","Moon Concepts"
"gps.html","Global Positioning Satellites"
"nuclear/nuclk.html","clock"
"kinetic/idgcon.html","Gas law concepts"
"diff.html","equation"
"diff2.html","Form of solution"
"kinetic/henry.html","Respiration"
"nuclear/crosec.html","cross section"
"rutcon.html","nuclear scattering"
"chemical/atom.html","Atoms and elements"
"nuclear/neutexc.html","neutron excess"
"phyopt/hdoub.html","spectral frequencies"
"pertab/c.html","periodic table"
"nuclear/krypton.html","Example: isotopic abundances of krypton"
"rutsca.html","Rutherford scattering"
"nuclear/rutsca3.html","Rutherford scattering"
"nuclear/rutsca2.html","Rutherford scattering orbit"
"magnetic/forchg.html","magnetic force"
"solar/soho.html","SOHO"
"magnetic/maspex.html","Display from residual gas analyzer"
"nuclear/radrisk.html","radiation risk"
"nuclear/rdpath.html","decay paths"
"nuclear/nucbuy.html","Radioactive items you can buy."
"nucene/fusion.html","Alpha role in deuterium-tritium fusion"
"nuclear/alpcon.html","Alpha particle concepts"
"nuclear/alptun.html","range of half lives"
"nuclear/alptun2.html","Modeling of tunneling in polonium"
"solar/meteor4.html","stony meteorites"
"solar/meteor2.html","iron meteorites"
"solar/diablo.html","Canyon Diablo"
"tables/ttab.html","Nuclear Tables"
"pertab/be.html","beryllium"
"quantum/xterm.html","X-ray"
"atomic/auger.html","Auger effect"
"pertab/ag.html","silver isotopes"
"pertab/co.html","Cobalt-57"
"pertab/k.html","potassium"
"geophys/feldspar.html","feldspars"
"math/lnseries.html","series representation"
"geophys/geotime.html","geological age scale"
"geophys/iridium.html","iridium-rich layer"
"minerals/Zircon.html","zircon"
"nuclear/gphysref.html","Frankel, ""The End of the Dinosaurs"""
"geophys/silicate.html","silicate"
"pertab/zr.html","zirconium"
"minerals/diamond.html","diamond"
"geophys/mineral.html","Minerals"
"nuclear/nucstructcon.html","Nuclear Structure Concepts"
"nuclear/elescat.html","electron scattering"
"geophys/celestite.html","celestite"
"minerals/strontianite.html","strontianite"
"minerals/weloganite.html","Weloganite"
"minerals/bensonite.html","Bensonite"
"minerals/tunellite.html","tunellite"
"minerals/Brewsterite.html","Brewsterite"
"minerals/heulandite.html","heulandite"
"nucene/fisfrag.html","strontium-90"
"solar/surveyor.html","Surveyor"
"solar/apollo2.html","Apollo 14"
"solar/apollo15.html","Apollo 15"
"solar/apollo16.html","Apollo 16"
"solar/apoland.html","Landing sites"
"geophys/mafic.html","basalt"
"geophys/bowen.html","Bowen reaction series"
"geophys/rockbox.html","Selection of common minerals"
"rocket2.html","Develop expressions"
"intphy.html","Integral applications"
"corf.html","centrifugal force"
"hframe.html","Index"
"hph.html","HyperPhysics"
"frict3.html","assumptions"
"mechanics/frictire.html","Friction and Automobile Tires"
"rke.html","rotational kinetic energy"
"quantum/schr.html","particle in a box"
"particles/qbag.html","asymptotic freedom"
"particles/weastr.html","decays of the delta and sigma baryons"
"molecule/molec.html","Molecules"
"particles/pquark.html","pentaquarks"
"particles/haddia.html","Meson diagram"
"particles/meson.html","Table of mesons"
"particles/neutrino3.html","right-handed"
"particles/qmass.html","hadron masses"
"particles/piondec.html","Energetics of charged pion decay"
"particles/slac.html","Stanford"
"particles/brook.html","Brookhaven"
"particles/accel.html","Fermilab"
"particles/baryon.html","Table of Baryons"
"nuclear/scatele.html","Evidence of proton structure from deep inelastic scattering"
"nuclear/nspin.html","Proton magnetic moment"
"forces/unigrav.html","supersymmetry"
"particles/protondec.html","Modeling the probability of detection"
"particles/neutrondis.html","Discovery of the neutron"
"particles/cowan.html","Cowan and Reines"
"particles/meson2.html","rho vector meson"
"particles/qevid.html","What is the evidence for six quarks?"
"particles/lambda.html","lambda particle"
"particles/Parint.html","conservation law"
"particles/omega.html","omega-minus"
"particles/dmeson.html","D meson"
"particles/fermidet.html","Collider Detector Facility"
"particles/bmeson.html","B-meson"
"vision/pricol.html","primary colors"
"particles/parref.html","Griffiths"
"quantum/lamb.html","Lamb shift"
"particles/cern.html","CERN"
"particles/neucur.html","neutral currents"
"hyde.html","electron transitions"
"quantum/hydazi.html","selection rules"
"particles/zeromass.html","What is the evidence that the photon has zero mass?"
"forces/ligo.html","LIGO"
"electric/hsehldcn.html","household circuits"
"pertab/cu.html","copper"
"vision/isql.html","Light"
"acoustic/invsqs.html","Sound"
"astro/solarpp.html","Some details of the nuclear reactions involved"
"astro/solneu.html","The solar neutrino problem"
"nucene/coubar.html","coulomb barrier"
"quantum/barr.html","tunneling"
"nucene/nucbin2.html","iron group"
"starlog/pop12.html","Population I"
"quantum/fermi2.html","Fermi theory of beta decay"
"nuclear/beta2.html","Experimental energy and momentum distributions"
"forces/higgs.html","Higgs boson"
"forces/astref.html","Trefil"
"lhel.html","liquid helium"
"mod6.html","Rayleigh-Jeans law"
"Astro/solneu.html","Solar Neutrino Problem"
"particles/sno.html","Show other detection reactions for SNO"
"Astro/cosmic.html","cosmic ray"
"astro/sn87a.html","Supernova 1987A"
"particles/cpt.html","CPT invariance"
"particles/allfor.html","Some allowed and forbidden transitions"
"quantum/parity.html","parity"
"quantum/qangm.html","orbital"
"lcos.html","Law of Cosines"
"mechanics/sphshell2.html","Force on a mass inside a spherical shell"
"astro/redshf.html","red shifts"
"astro/galax.html","galaxy"
"astro/darmat.html","dark matter"
"solar/hst.html","Hubble  Space Telescope"
"astro/glens.html","Magnification by gravitational lens"
"astro/eincros.html","Einstein Cross"
"astro/einring.html","Einstein Ring"
"relativ/morley.html",""
"phyhis/solvay.html","Solvay Conference, 1911"
"nucene/bomb.html","Hiroshima bomb"
"mechanics/fallq.html","Free fall with air friction"
"mechanics/ffallgh.html","Free fall from great height"
"mechanics/ffallex.html","Free fall experiment with spark timer"
"hortraj.html","Include demonstration apparatus"
"tord.html","right hand rule"
"mechanics/earthole.html","Hole through center of Earth"
"molecule/rotrig.html","Rotation of molecule"
"quantum/hydfin.html","H-D doublet"
"magnetic/solenoid.html","solenoid"
"solids/magperm.html","rare-earth magnets"
"solids/hyst.html","hysteresis"
"solids/magstrict.html","magnetostriction"
"tables/magprop.html","Table of magnetic properties"
"tables/curie.html","Table of Curie temperatures"
"solids/solref.html","Myers"
"audio/tape.html","Magnetic tape recording"
"magnetic/transf.html","Transformers"
"solar/mars.html","Mars"
"solar/marsoly.html","Olympus Mons"
"doubal.html","slingshot orbit"
"solar/nasa.html","NASA"
"solar/marscon.html","Mars Concepts"
"solar/venusglob.html","Details about planet image"
"solar/venera.html","Venera"
"solar/magellan.html","Magellan"
"solar/venuscon.html","Venus Concepts"
"solar/suncon.html","Sun Concepts"
"solar/satear.html","Explorer"
"solar/pioneer.html","Pioneer"
"mod5.html","emit light"
"quantum/atspect.html","nitrogen spectrum"
"solar/jupiter.html","Jupiter"
"solar/sataur.html","Saturn aurora"
"atmos/atmoscon.html","Atmospheric optics concepts"
"ligcon.html","Light and Vision"
"solar/jupitercon.html","Jupiter Concepts"
"solar/soldata3.html",""
"solar/soldata.html","Comparison Table"
"phyopt/albedo.html","Albedo"
"magnetic/toroid.html","Magnetic field of a toroid"
"particles/cyclo.html","particle accelerators"
"magnetic/elecur.html","electric current"
"magnetic/mothow.html","How does an electric motor work?"
"magnetic/genhow.html","How does a generator work?"
"magnetic/motdc.html","DC motor"
"magnetic/indmot.html","induction motor"
"electric/farlaw.html","Faraday's law"
"magnetic/genmot.html","Demonstration"
"electronic/transducer.html","transducers"
"audio/mic3.html","directional patterns"
"audio/imped.html","impedances"
"audio/audiocon.html","Sound reproduction concepts"
"sound/soucon.html","Sound"
"sound/intens.html","sound pressure"
"audio/mic2.html","imaging voltage"
"audio/pzm.html","Pressure Zone Microphone Application"
"magnetic/volmet.html","Details of voltmeter design"
"magnetic/ammet.html","Details about ammeter design"
"audio/bias.html","optimum bias"
"sound/db.html","decibels"
"audio/tapecon.html","Tape recording concepts"
"sound/souref.html","Rossing"
"audio/sigcon.html","Audio signal concepts"
"sound/timbre.html","harmonic content"
"audio/amp.html","amplifier"
"sound/ear.html","human ear"
"audio/spkcon.html","Loudspeaker concepts"
"audio/spk2.html","The sound from the back of the speaker cone will tend to cancel the sound from the front, especially for low frequencies."
"audio/cross.html","crossover network"
"audio/basref.html","bass reflex"
"sound/diffrac.html","diffraction effects"
"sound/earsens.html","audible sound"
"audio/pagi.html","potential acoustic gain"
"phyopt/sinslit.html","narrow slit"
"audio/pagi2.html","potential acoustic gain"
"audio/pa.html","sound amplification system"
"nucene/fusmag.html","nuclear fusion"
"magnetic/magquad.html","Reverse one coil to get a magnetic quadrupole field"
